Title;Release_Date;Developers;Summary;Platforms;Genres;Rating;Plays;Playing;esrb_rating
Blast Factor: Advanced Research;Aug 02, 2007;[];The Blast Factor game must first be purchased and downloaded in order to access the Multiplayer Pack. /n The fierce microbial war against deadly viral swarms continues in the Blast Factor Advanced Research Add-on Pack. Players immerse themselves in a true High Definition (HD) microscopic world running at 1080p with seven new specimens, 11 new enemies, seven new bosses and seven new high-adrenaline music tracks. The Blast Factor Advanced Research Add-on Pack delivers a visually thrilling and fun shooter experience as gamers use a combination of techniques to advance their way through each specimen, blasting waves of enemies every step of the way.;['PlayStation 3'];[];N/A;0;0;
Fightback;Jul 08, 2014;[];Fightback is a side-scrolling beat-'em-up for Android and iOS devices. It is developed by Ninja Theory.;['Android'];['Brawler'];N/A;5;0;
Pel;Dec 01, 2008;[];Let the Pels bounce to safety by catching them with your paddle. Don’t let the Pels fall! Catch the power-ups to help you.;['Web browser'];[];N/A;2;0;
Spider-Man: The Case of the Sinister Speller;Dec 31, 2004;['LeapFrog Enterprises'];Swing into action with Spider-Man and experience classic intrigue and suspense! This Leapster Electronic Comic Book tells the story frame-by-frame and teaches essential reading, grammar and spelling skills.;['Leapster'];[];N/A;7;0;
beatmania for WonderSwan;Apr 28, 1999;['Konami'];A portable version of Konami's Beatmania series. The game features falling blocks that you must hit in time with the beat when they reach the judgement line.  /n  /n The game is played with the Wonderswan held vertically. A scratch attachment is included that you mount on the console to be able to trigger the scratch button more easily. Unlike the Game Boy versions of Beatmania, beatmania for WonderSwan features the original versions of the songs, instead of 8-bit renditions.  /n  /n The game is played in rounds, with each round giving you a selection of songs, as you clear the round a new selection with harder songs is made available. There are 11 songs included in the game.;['WonderSwan'];['Music'];3.5;4;0;
Ame Koi;Aug 08, 2014;['Noesis'];Ame Koi is an erotic visual novel developed by Noesis. /n It was the last title released by the brand before the departure of Coffee Kizoku, which resulting in its closure.;['Windows PC'];['Visual Novel'];N/A;1;0;
Just Cause 3: Bavarium Sea Heist Pack;Aug 18, 2016;[];Just Cause 3: Bavarium Sea Heist is the third PDLC pack from the Air, Land & Sea Expansion pass.;['Xbox One'];['Adventure'];N/A;2;0;
Grow Valley;Aug 23, 2010;['Eyezmaze'];Click panels in your selected order. Items you click will grow and grow with each turn. You will complete the game when all panels' level is max. They effect each other as they grow. So you have to think about the clicking order. /n There is a normal ending and a secret ending.;['Web browser'];['Puzzle'];3.5;62;0;
Plug it in and Play: TV Games - Disney Princess;Dec 31, 2005;['Jakks Pacific'];The Disney Princess plug-n-play TV joystick was a Jakks TV Game released in 2005 by Jakks Pacific. /n The unit is also GameKey ready, compatible with the "DP" GameKey (only was was released).;['Plug & Play'];[];N/A;1;0;
Medarot DS Kuwagata;May 27, 2010;['Rocket Company'];After a 7-year hiatus, the Medabots series returns in its sixth mainline entry.;['Nintendo DS'];['RPG'];N/A;1;0;
Space Impact 2;Dec 31, 2002;['Nokia'];One of the sequels to the game Space Impact for Nokia mobile phones. It was one of the pre-installed games on Nokia 3500 series phones (3510, 3510i, 3530).;['Mobile'];['Shooter'];3.0;7;0;
Fightback;Jul 08, 2014;[];Fightback is a side-scrolling beat-'em-up for Android and iOS devices. It is developed by Ninja Theory.;['Android'];['Brawler'];N/A;5;0;
Return to Haunted House;Dec 31, 2005;['Atari'];Homebrew sequel to the 2600 classic, that was included later on official Atari compilations such as Atari Flashback 2 and Atari's Greatest Hits.;['Atari 2600'];['Adventure'];N/A;4;0;
Santa's Xmas Caper;TBD;[];;[];[];N/A;1;0;
beatmania for WonderSwan;Apr 28, 1999;['Konami'];A portable version of Konami's Beatmania series. The game features falling blocks that you must hit in time with the beat when they reach the judgement line.  /n  /n The game is played with the Wonderswan held vertically. A scratch attachment is included that you mount on the console to be able to trigger the scratch button more easily. Unlike the Game Boy versions of Beatmania, beatmania for WonderSwan features the original versions of the songs, instead of 8-bit renditions.  /n  /n The game is played in rounds, with each round giving you a selection of songs, as you clear the round a new selection with harder songs is made available. There are 11 songs included in the game.;['WonderSwan'];['Music'];3.5;4;0;
Pokémon: Type Wild;Dec 31, 2006;['Pokésho'];Pokémon: Type Wild is a fan made fighting game made by former animators of the Pokémon Anime. /n The game consist of nine Pokémon, each with their own move-set. These Pokémon are: Gengar, Snorlax, Combusken, Blaziken, Gardevoir, Breloom, Swalot, Lopunny, and Lucario.;['Windows PC'];['Fighting'];3.3;40;0;
Rog Citadel XV;Jan 12, 2021;[];Explore a rebel armory filled with the latest ROG gear, uncover secret surprises, and put your skills to the test in a unique virtual experience.;['Windows PC'];['Adventure'];N/A;1;0;
Trash Bomber;Jul 18, 2022;[];Inspect randomly generated piles of trash, poured into the incinerator. Find all the objects that aren't allowed to be burned down, and... BLOW THEM UP!;['Windows PC'];['Indie'];N/A;2;0;
Parodius;May 28, 1988;['Konami'];The first title in the Parodius series, although it is often confused with its sequel Parodius! From Myth to Laughter. The name itself is a portmanteau of "Gradius" and "Parody" and, eponymously, the game is a parody of the Gradius series of space-based horizontally scrolling shooters. Many of the characters and enemies are derived from that famous shooter series, while other elements are extracted from other Konami titles, such as Antarctic Adventure and TwinBee. This game is of particular note in the series as being heavily infused with Japanese culture and folklore. /n The gameplay is very similar to the Gradius games, with other aspects from games such as TwinBee. However, the characters are replaced with silly characters taken from either these or other Konami games as well as Japanese culture. The music is mostly taken from classical music pieces. /n The player can play as either Takosuke, an octopus, the Penguin (father of Pentarou) from Antarctic Adventure and the exclusive MSX game Penguin Adventure, Goemon from the Ganbare Goemon series, the Popolon knight from the MSX game Knightmare or the Vic Viper spaceship from Gradius. The game is composed of six stages consisting of various obstacles and enemies such as penguins and bees, as well as more traditional Gradius enemies such as moai. As with Gradius, the game utilizes a similar selection-bar based power-up system.;['MSX'];['Shooter'];2.3;22;1;Everyone
Fightback;Jul 08, 2014;[];Fightback is a side-scrolling beat-'em-up for Android and iOS devices. It is developed by Ninja Theory.;['Android'];['Brawler'];N/A;5;0;
Final Fantasy: Unlimited with U;TBD;[];A game for the iPhone based on the television anime Final Fantasy: Unlimited.;[];[];N/A;1;0;
Space Job;Dec 31, 1993;['Karstadt AG'];;['Amiga'];['Strategy'];N/A;1;0;
Bad Toys;TBD;[];Players control a factory man sent to destroy toys who have gone berserk. Venturing through this factory, players will find toys of clowns, Pac-Man, and smiley faces.;[];['Shooter'];N/A;5;0;
Antz;Mar 31, 1999;['DICE Los Angeles'];;['Game Boy Color'];['Platform'];2.4;16;0;
beatmania for WonderSwan;Apr 28, 1999;['Konami'];A portable version of Konami's Beatmania series. The game features falling blocks that you must hit in time with the beat when they reach the judgement line.  /n  /n The game is played with the Wonderswan held vertically. A scratch attachment is included that you mount on the console to be able to trigger the scratch button more easily. Unlike the Game Boy versions of Beatmania, beatmania for WonderSwan features the original versions of the songs, instead of 8-bit renditions.  /n  /n The game is played in rounds, with each round giving you a selection of songs, as you clear the round a new selection with harder songs is made available. There are 11 songs included in the game.;['WonderSwan'];['Music'];3.5;4;0;
In the Days of My Life;TBD;[];A game about personal struggles, ambitions, losses, self-love, and respect. Served in a beautifully rendered, immersive, and atmospheric world with lovable characters.;[];['Adventure'];N/A;0;0;
Rayman: The Dark Magician's Reign of Terror;Jul 13, 2015;['Ryemanni'];This is a Rayman 1 styled fan game from the Rayman Redemption developer.;['Windows PC'];['Platform'];N/A;2;0;
Space Impact 2;Dec 31, 2002;['Nokia'];One of the sequels to the game Space Impact for Nokia mobile phones. It was one of the pre-installed games on Nokia 3500 series phones (3510, 3510i, 3530).;['Mobile'];['Shooter'];3.0;7;0;
Valkyrius Prime;Aug 08, 2016;[];Fight through countless enemies and hulking bosses in this indie shoot-'em-up! Teleport to dodge enemy fire, then counter with an assortment of powerful weapons. Valkyrius Prime features all new character art and story, plus many more improvements over the original.;['Windows PC'];['Indie'];N/A;1;0;
Final Fantasy: Unlimited with U;TBD;[];A game for the iPhone based on the television anime Final Fantasy: Unlimited.;[];[];N/A;1;0;
Santa's Xmas Caper;TBD;[];;[];[];N/A;1;0;
Bad Toys;TBD;[];Players control a factory man sent to destroy toys who have gone berserk. Venturing through this factory, players will find toys of clowns, Pac-Man, and smiley faces.;[];['Shooter'];N/A;5;0;
FreeCell;Jul 11, 2008;[];FreeCell has a fresh new look, and a brand new Goal Progression feature! Each day you will receive new goals to tackle. Complete daily goals to gain XP and level up to exclusive titles! Play solitaire games that require skill, strategy and patience to win! /n FreeCell Solitaire adds a new element of strategy to the classic solitaire games Klondike. After dealing from a standard deck of 52 cards, use the four free cell spots as placeholders as you try to move all of the cards from the Foundation stacks for a win. Just like Klondike solitaire games, you must move cards from the Tableau to the Foundation cells by suit, in ascending order. Most FreeCell games can be solved, if you can find the right strategy.;['iOS'];['Card & Board Game'];N/A;8;0;
Shinigami no Testament ~menuet of epistula~;Feb 24, 2012;['3rdEye'];A long time ago, there was a magic book called the ‘epistula’ which was able to grant any wish, whether it be great wealth or eternal life. However, a sudden mysterious death befell all who had their wishes granted. It was believed that a shinigami came to take their lives. Over time, this tale gradually disappeared from people’s memories. Now, there are reports of a mysterious serial hunter and whispers of an urban legend around town. Rui watched as a student from his school disappeared in a back alley. Standing there illuminated by the moonlight was a shinigami.;['Windows PC'];['Visual Novel'];N/A;1;0;
In the Days of My Life;TBD;[];A game about personal struggles, ambitions, losses, self-love, and respect. Served in a beautifully rendered, immersive, and atmospheric world with lovable characters.;[];['Adventure'];N/A;0;0;
